Operation Id,experiment,year,cropped section,new start date,new end date,operation,operation type,Amount,Units
RBK00298,Broadbalk,1964,cropped sections,11/10/1963,,Ground chalk applied to sections VA (remainder of 5 ton dressing,,,
RBK00299,Broadbalk,1964,cropped sections,15/10/1963,,autumn fertilizers applied,,,
RBK00300,Broadbalk,1964,cropped sections,30/11/1963,,Seed drilled at 3 bushels per acre,,,
RBK00301,Broadbalk,1964,cropped sections,13/04/1964,,spring fertilizers applied,,,
RBK00302,Broadbalk,1964,cropped sections,17/04/1964,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00303,Broadbalk,1964,cropped sections,07/05/1964,,all sections except VA sprayed with dicamba / MCPA ('Banlene' at 4 pints in 40 gals),,,
RBK00304,Broadbalk,1964,cropped sections,27/08/1964,,combine harvested,,,
RBK00305,Broadbalk,1964,cropped sections,,,variety: Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),,,
RBK00306,Broadbalk,1964,fallow sections,25/09/1963,02/10/1963,(IV) ploughed,,,
RBK00307,Broadbalk,1964,fallow sections,04/05/1964,,(IV) ploughed,,,
RBK00308,Broadbalk,1964,fallow sections,09/07/1964,,(IV) ploughed,,,
RBK00309,Broadbalk Wilderness,1964,grazed meadow,28/04/1964,07/05/1964,Grazed by sheep,,,
RBK00310,Broadbalk Wilderness,1964,grazed meadow,08/05/1964,,grass topped,,,
RBK00311,Broadbalk Wilderness,1964,grazed meadow,04/06/1964,09/06/1964,Grazed by sheep,,,
RBK00312,Broadbalk Wilderness,1964,grazed meadow,13/06/1964,,grass topped,,,
RBK00313,Broadbalk Wilderness,1964,grazed meadow,08/07/1964,13/07/1964,Grazed by sheep,,,
RBK00314,Broadbalk Wilderness,1964,grazed meadow,13/07/1964,,grass topped,,,
RBK00315,Broadbalk Wilderness,1964,grazed meadow,14/08/1964,18/08/1964,Grazed by sheep,,,
RBK00316,Broadbalk Wilderness,1964,grazed meadow,18/08/1964,,grass topped,,,
RBK00317,Broadbalk Wilderness,1964,grazed meadow,12/11/1964,,grass topped,,,
RBK00318,Broadbalk Wilderness,1964,ungrazed meadow,18/12/1963,31/12/1963,Shrubs grubbed out,,,
RBK00319,Broadbalk Wilderness,1964,ungrazed meadow,18/12/1963,31/12/1963,Shrubs grubbed out,,,
RBK00320,Broadbalk,1965,cropped sections,09/09/1964,,Ground chalk applied,,,
RBK00321,Broadbalk,1965,cropped sections,09/10/1964,14/10/1964,Ploughed,,,
RBK00322,Broadbalk,1965,cropped sections,13/10/1964,,Dung applied,,,
RBK00323,Broadbalk,1965,cropped sections,19/10/1964,,autumn fertilizers applied,,,
RBK00324,Broadbalk,1965,cropped sections,26/10/1964,,seed drilled at 180 lb,,,
RBK00325,Broadbalk,1965,cropped sections,26/04/1965,,spring fertilizers applied,,,
RBK00326,Broadbalk,1965,cropped sections,10/05/1965,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00327,Broadbalk,1965,cropped sections,11/05/1965,,"sprayed (except Section 5A) with MCPA at 1.13 1b, dicamba at 0.08 lb in 34 gals",,,
RBK00328,Broadbalk,1965,cropped sections,21/09/1965,,combine harvested,,,
RBK00329,Broadbalk,1965,cropped sections,,,variety: Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),,,
RBK00330,Broadbalk,1965,fallow sections,09/10/1964,14/10/1964,(IV) ploughed,,,
RBK00331,Broadbalk,1965,fallow sections,30/11/1964,,(IV) ploughed,,,
RBK00332,Broadbalk,1965,fallow sections,21/07/1965,,(IV) ploughed,,,
RBK00333,Broadbalk Wilderness,1965,grazed meadow,26/04/1965,04/05/1965,Grazed by sheep,,,
RBK00334,Broadbalk Wilderness,1965,grazed meadow,03/05/1965,,grass topped,,,
RBK00335,Broadbalk Wilderness,1965,grazed meadow,22/05/1965,28/05/1965,Grazed by sheep,,,
RBK00336,Broadbalk Wilderness,1965,grazed meadow,28/05/1965,,grass topped,,,
RBK00337,Broadbalk Wilderness,1965,grazed meadow,15/06/1965,25/06/1965,Grazed by sheep,,,
RBK00338,Broadbalk Wilderness,1965,grazed meadow,25/06/1965,,grass topped,,,
RBK00339,Broadbalk Wilderness,1965,grazed meadow,19/07/1965,29/07/1965,Grazed by sheep,,,
RBK00340,Broadbalk Wilderness,1965,grazed meadow,29/07/1965,,grass topped,,,
RBK00341,Broadbalk Wilderness,1965,grazed meadow,18/08/1965,31/08/1965,Grazed by sheep,,,
RBK00342,Broadbalk Wilderness,1965,grazed meadow,01/09/1965,,grass topped,,,
RBK00343,Broadbalk Wilderness,1965,grazed meadow,04/10/1965,04/11/1965,Grazed by sheep,,,
RBK00344,Broadbalk Wilderness,1965,ungrazed meadow,03/11/1964,19/11/1964,Shrubs grubbed out,,,
RBK00345,Broadbalk,1966,cropped sections,06/09/1965,,combine harvested,,,
RBK00346,Broadbalk,1966,cropped sections,04/10/1965,,"sections IA all plots), plot 20 sections IB and II) sprayed with aminotriazole at 4 lb, ammonia thiocyanate at 3.7 lb",,,
RBK00347,Broadbalk,1966,cropped sections,07/10/1965,,Ground chalk applied,,,
RBK00348,Broadbalk,1966,cropped sections,28/10/1965,,Dung applied,,,
RBK00349,Broadbalk,1966,cropped sections,29/10/1965,01/11/1965,Ploughed,,,
RBK00350,Broadbalk,1966,cropped sections,15/11/1965,,autumn fertilizers applied,,,
RBK00351,Broadbalk,1966,cropped sections,07/01/1966,,seed drilled at 187 lb,,,
RBK00352,Broadbalk,1966,cropped sections,02/05/1966,,spring fertilizers applied,,,
RBK00353,Broadbalk,1966,cropped sections,16/05/1966,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00354,Broadbalk,1966,cropped sections,16/05/1966,,"sprayed with Ioxynil/mecoprop (Actril C at 6 pints in ho gals), all sections except VA",,,
RBK00355,Broadbalk,1966,cropped sections,,,variety: Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),,,
RBK00356,Broadbalk,1966,fallow sections,29/10/1965,01/11/1965,(Ib) ploughed,,,
RBK00357,Broadbalk,1966,fallow sections,23/05/1966,,(Ib) ploughed,,,
RBK00358,Broadbalk,1966,fallow sections,14/07/1966,15/07/1966,(Ib) ploughed,,,
RBK00359,Broadbalk Wilderness,1966,grazed meadow,06/05/1966,12/05/1966,Grazed by sheep,,,
RBK00360,Broadbalk Wilderness,1966,grazed meadow,12/05/1966,,grass topped,,,
RBK00361,Broadbalk Wilderness,1966,grazed meadow,27/05/1966,03/06/1966,Grazed by sheep,,,
RBK00362,Broadbalk Wilderness,1966,grazed meadow,03/06/1966,,grass topped,,,
RBK00363,Broadbalk Wilderness,1966,grazed meadow,21/06/1966,29/06/1966,Grazed by sheep,,,
RBK00364,Broadbalk Wilderness,1966,grazed meadow,29/06/1966,,grass topped,,,
RBK00365,Broadbalk Wilderness,1966,grazed meadow,19/07/1966,1l/08/1966,Grazed by sheep,,,
RBK00366,Broadbalk Wilderness,1966,grazed meadow,01/08/1966,,grass topped,,,
RBK00367,Broadbalk Wilderness,1966,grazed meadow,24/08/1966,30/08/1966,Grazed by sheep,,,
RBK00368,Broadbalk Wilderness,1966,grazed meadow,30/08/1966,,grass topped,,,
RBK00369,Broadbalk Wilderness,1966,grazed meadow,23/09/1966,30/09/1966,Grazed by sheep,,,
RBK00370,Broadbalk Wilderness,1966,grazed meadow,30/09/1966,,grass topped,,,
RBK00371,Broadbalk Wilderness,1966,grazed meadow,16/11/1966,18/11/1966,Grazed by sheep,,,
RBK00372,Broadbalk Wilderness,1966,ungrazed meadow,06/12/1965,10/12/1965,Shrubs grubbed out,,,
RBK00373,Broadbalk Wilderness,1966,ungrazed meadow,06/12/1965,10/12/1965,Shrubs grubbed out,,,
RBK00374,Broadbalk,1967,cropped sections,16/09/1966,,"sections IA, sprayed with aminotriazole at 1 lb, ammonia thiocyanate at 3.7 lb in 40 gals",,,
RBK00375,Broadbalk,1967,cropped sections,21/09/1966,,Ground chalk applied,,,
RBK00376,Broadbalk,1967,cropped sections,12/10/1966,,Ploughed,,,
RBK00377,Broadbalk,1967,cropped sections,14/10/1966,,"Dung applied, ploughed in",,,
RBK00378,Broadbalk,1967,cropped sections,02/11/1966,,autumn fertilizers applied,,,
RBK00379,Broadbalk,1967,cropped sections,03/11/1966,,"rotary cultivated, seed drilled at 185 lb",,,
RBK00380,Broadbalk,1967,cropped sections,19/04/1967,,spring fertilizers applied,,,
RBK00381,Broadbalk,1967,cropped sections,27/04/1967,,Second dressing of nitrate of soda applied to plot 16,,,
RBK00382,Broadbalk,1967,cropped sections,01/05/1967,,all sections except Va sprayed with ioxynil/mecoprop (Actril C at 6 pints in 20 gals),,,
RBK00383,Broadbalk,1967,cropped sections,31/08/1967,,combine harvested,,,
RBK00384,Broadbalk,1967,cropped sections,,,variety: Squareheads Master 13/4 (Rothamsted seed from Broadbalk field),,,
RBK00385,Broadbalk,1967,fallow sections,12/10/1966,,(II) ploughed,,,
RBK00386,Broadbalk,1967,fallow sections,03/11/1966,,rotary cultivated,,,
RBK00387,Broadbalk,1967,fallow sections,29/03/1967,,Ploughed,,,
RBK00388,Broadbalk,1967,fallow sections,05/07/1967,,Ploughed,,,
RBK00389,Broadbalk,1967,fallow sections,05/07/1967,,Ploughed,,,
RBK00390,Broadbalk Wilderness,1967,grazed meadow,10/04/1967,18/04/1967,Grazed by sheep,,,
RBK00391,Broadbalk Wilderness,1967,grazed meadow,19/04/1967,,grass topped,,,
RBK00392,Broadbalk Wilderness,1967,grazed meadow,15/05/1967,2h/05/1967,Grazed by sheep,,,
RBK00393,Broadbalk Wilderness,1967,grazed meadow,24/05/1967,,grass topped,,,
RBK00394,Broadbalk Wilderness,1967,grazed meadow,19/06/1967,03/07/1967,Grazed by sheep,,,
RBK00395,Broadbalk Wilderness,1967,grazed meadow,03/07/1967,,grass topped,,,
RBK00396,Broadbalk Wilderness,1967,grazed meadow,24/07/1967,04/08/1967,Grazed by sheep,,,
RBK00397,Broadbalk Wilderness,1967,grazed meadow,04/08/1967,,grass topped,,,
RBK00398,Broadbalk Wilderness,1967,grazed meadow,30/08/1967,all/09t/1967,Grazed by sheep,,,
RBK00399,Broadbalk Wilderness,1967,grazed meadow,11/09/1967,,grass topped,,,
RBK00400,Broadbalk Wilderness,1967,grazed meadow,03/10/1967,10/10/1967,Grazed by sheep,,,
RBK00401,Broadbalk Wilderness,1967,grazed meadow,04/11/1967,08/11/1967,Grazed by sheep,,,
RBK00402,Broadbalk Wilderness,1967,ungrazed meadow,22/10/1966,Ds/12/1966,Shrubs grubbed out,,,
RBK00403,Broadbalk Wilderness,1967,ungrazed meadow,22/10/1966,Ds/12/1966,Shrubs grubbed out,,,
RBK00404,Broadbalk,1968,all sections,11/09/1967,,Ground chalk applied (including extra chalking),,,
RBK00405,Broadbalk,1968,all sections,18/09/1967,,FYM applied,,,
RBK00406,Broadbalk,1968,all sections,19/09/1967,,"Plots 1 3 ploughed, all autumn fertilizers applied",,,
RBK00407,Broadbalk,1968,all sections,20/09/1967,,remaining plots ploughed,,,
RBK00408,Broadbalk,1968,fallow sections,28/05/1968,,ploughed second time,,,
RBK00409,Broadbalk,1968,fallow sections,05/08/1968,,plough third time,,,
RBK00410,Broadbalk Wilderness,1968,grazed meadow,02/05/1968,10/05/1968,Grazed by sheep,,,
RBK00411,Broadbalk Wilderness,1968,grazed meadow,10/05/1968,,grass topped,,,
RBK00412,Broadbalk Wilderness,1968,grazed meadow,27/05/1968,31/05/1968,Grazed by sheep,,,
RBK00413,Broadbalk Wilderness,1968,grazed meadow,10/06/1968,17/06/1968,Grazed by sheep,,,
RBK00414,Broadbalk Wilderness,1968,grazed meadow,18/06/1968,,grass topped,,,
RBK00415,Broadbalk Wilderness,1968,grazed meadow,08/07/1968,17/07/1968,Grazed by sheep,,,
RBK00416,Broadbalk Wilderness,1968,grazed meadow,18/07/1968,,grass topped,,,
RBK00417,Broadbalk Wilderness,1968,grazed meadow,16/08/1968,23/08/1968,Grazed by sheep,,,
RBK00418,Broadbalk Wilderness,1968,grazed meadow,24/08/1968,,grass topped,,,
RBK00419,Broadbalk Wilderness,1968,grazed meadow,18/09/1968,24/09/1968,Grazed by sheep,,,
RBK00420,Broadbalk Wilderness,1968,grazed meadow,10/10/1968,16/10/1968,Grazed by sheep,,,
RBK00421,Broadbalk Wilderness,1968,grazed meadow,18/10/1968,,grass topped,,,
RBK00422,Broadbalk,1968,potatoes,29/04/1968,,machine planted,,,
RBK00423,Broadbalk,1968,potatoes,20/05/1968,,Grubbed,,,
RBK00424,Broadbalk,1968,potatoes,28/05/1968,,rotary ridged,,,
RBK00425,Broadbalk,1968,potatoes,19/06/1968,,"Grubbed, then rotary ridged",,,
RBK00426,Broadbalk,1968,potatoes,04/07/1968,,sprayed with Mancozeb at 1.2 lb in 37 gals,,,
RBK00427,Broadbalk,1968,potatoes,19/07/1968,,"sprayed with Mancozeb at 1.2 lb, demeton-s-methyl at 3.5 oz in 37 gals",,,
RBK00428,Broadbalk,1968,potatoes,05/08/1968,,sprayed with Mancozeb at 1.2 lb in 37 gals,,,
RBK00429,Broadbalk,1968,potatoes,31/08/1968,,sprayed with undiluted BOV at 20 gals,,,
RBK00430,Broadbalk,1968,potatoes,13/09/1968,,Haulm mechanically destroyed,,,
RBK00431,Broadbalk,1968,potatoes,19/09/1968,,Lifted,,,
RBK00432,Broadbalk,1968,section 00,21/09/1967,,rotary cultivated,,,
RBK00433,Broadbalk,1968,section 00,27/09/1967,,Methyl bromide applied,,,
RBK00434,Broadbalk,1968,section 00,25/08/1968,,combine harvested,,,
RBK00435,Broadbalk,1968,spring beans,06/09/1967,,combine harvested,,,
RBK00436,Broadbalk,1968,spring beans,04/03/1968,,seed drilled at 200 lb,,,
RBK00437,Broadbalk,1968,spring beans,05/03/1968,,sprayed with simazine at 1 lb in 33 gals,,,
RBK00438,Broadbalk,1968,spring beans,26/03/1968,,Nitro-chalk applied,,,
RBK00439,Broadbalk,1968,spring beans,22/06/1968,,1.04 lb phorate applied in granules,,,
RBK00440,Broadbalk,1968,winter wheat,07/12/1967,,seed drilled at 180 lb,,,
RBK00441,Broadbalk,1968,winter wheat,10/04/1968,,'Nitrochalk' applied (plot 20 omitted in error),,,
RBK00442,Broadbalk,1968,winter wheat,04/05/1968,,"all sections except 8, 9 sprayed with ioxynil at 9 oz and mecoprop at 27 oz in 20 gals",,,
RBK00443,Broadbalk,1968,winter wheat,06/05/1968,,"sections 9 sprayed with toxynil at 9 oz, mecoprop at 27 oz in 20 gals, sections 5 sprayed with ioxynil at 7.5 oz, mecoprop at 22.5 oz in 20 gals, sections 0, 1, 3, 4 sprayed with ioxynil at 6 oz, mecoprop at 18 oz in 20 gals",,,
RBK00444,Broadbalk,1968,winter wheat,17/06/1968,,"The second sprayed was applied because of rain during spring on 4th May, Nitro-chalk' applied to plot 20",,,
RBK00445,Broadbalk,1968,winter wheat,26/08/1968,,combine harvested,,,
RBK00446,Broadbalk,1969,all sections,25/09/1968,,autumn fertilizers applied,,,
RBK00447,Broadbalk,1969,all sections,01/10/1968,05/10/1968,Ploughed,,,
RBK00448,Broadbalk,1969,all sections,04/10/1968,,FYM applied,,,
RBK00449,Broadbalk,1969,all sections ,04/10/1968,,FYM applied,,,
RBK00450,Broadbalk,1969,fallow sections,05/09/1968,,Weedkiller applied,,,
RBK00451,Broadbalk,1969,fallow sections,13/05/1969,,ploughed second time,,,
RBK00452,Broadbalk,1969,fallow sections,08/07/1969,,Ploughed third time,,,
RBK00453,Broadbalk Wilderness,1969,grazed meadow,17/04/1969,25/04/1969,Grazed by sheep,,,
RBK00454,Broadbalk Wilderness,1969,grazed meadow,25/04/1969,,grass topped,,,
RBK00455,Broadbalk Wilderness,1969,grazed meadow,13/05/1969,20/05/1969,Grazed by sheep,,,
RBK00456,Broadbalk Wilderness,1969,grazed meadow,21/05/1969,,grass topped,,,
RBK00457,Broadbalk Wilderness,1969,grazed meadow,05/06/1969,10/06/1969,Grazed by sheep,,,
RBK00458,Broadbalk Wilderness,1969,grazed meadow,09/06/1969,,grass topped,,,
RBK00459,Broadbalk Wilderness,1969,grazed meadow,27/06/1969,,Grazed by sheep,,,
RBK00460,Broadbalk Wilderness,1969,grazed meadow,05/08/1969,12/08/1969,Grazed by sheep,,,
RBK00461,Broadbalk Wilderness,1969,grazed meadow,12/08/1969,,Grazed by sheep,,,
RBK00462,Broadbalk Wilderness,1969,grazed meadow,05/09/1969,29/09/1969,Grazed by sheep,,,
RBK00463,Broadbalk Wilderness,1969,grazed meadow,27/10/1969,31/10/1969,Grazed by sheep,,,
RBK00464,Broadbalk Wilderness,1969,grazed meadow,31/09/1968,,Grazed by sheep,,,
RBK00465,Broadbalk,1969,potatoes,05/09/1968,,Paraquat applied,,,
RBK00466,Broadbalk,1969,potatoes,09/04/1969,,Nitro-chalk applied,,,
RBK00467,Broadbalk,1969,potatoes,10/04/1969,,potatoes machine planted,,,
RBK00468,Broadbalk,1969,potatoes,12/05/1969,,Linuron plus paraquat applied,,,
RBK00469,Broadbalk,1969,potatoes,18/06/1969,,Grubbed,,,
RBK00470,Broadbalk,1969,potatoes,23/06/1969,,rotary ridged,,,
RBK00471,Broadbalk,1969,potatoes,15/07/1969,,Fungicide applied,,,
RBK00472,Broadbalk,1969,potatoes,04/08/1969,,Fungicide applied,,,
RBK00473,Broadbalk,1969,potatoes,04/08/1969,,Insecticide applied,,,
RBK00474,Broadbalk,1969,potatoes,22/08/1969,,Fungicide applied,,,
RBK00475,Broadbalk,1969,potatoes,20/09/1969,,"Haulm destroyed mechanically (except treatments N2, NOP, NOPNa, R, where Haulm disced early)",,,
RBK00476,Broadbalk,1969,potatoes,25/09/1969,,Lifted,,,
RBK00477,Broadbalk,1969,spring beans,10/09/1968,,combine harvested,,,
RBK00478,Broadbalk,1969,spring beans,24/03/1969,,seed drilled at 200 lb,,,
RBK00479,Broadbalk,1969,spring beans,09/04/1969,,Nitro-chalk applied,,,
RBK00480,Broadbalk,1969,spring beans,19/06/1969,,Insecticide applied,,,
RBK00481,Broadbalk Wilderness,1969,ungrazed meadow,23/01/1968,,topped with rotary grass cutter,,,
RBK00482,Broadbalk,1969,winter wheat,05/09/1968,10/09/1968,Paraquat applied,,,
RBK00483,Broadbalk,1969,winter wheat,17/10/1968,,seed drilled at 180 lb,,,
RBK00484,Broadbalk,1969,winter wheat,18/10/1968,,'Prebane' applied,,,
RBK00485,Broadbalk,1969,winter wheat,17/04/1969,,Nitro-chalk applied,,,
RBK00486,Broadbalk,1969,winter wheat,01/05/1969,,"MCPA, mecoprop, dicamba applied",,,
RBK00487,Broadbalk,1969,winter wheat,21/08/1969,,"Section 00, as above except harvested by small combine 21st Aug",,,
RBK00488,Broadbalk,1969,winter wheat,29/08/1969,,combine harvested,,,
RBK00489,Broadbalk,1970,all sections,29/09/1969,,autumn fertilizers applied,,,
RBK00490,Broadbalk,1970,all sections ,01/10/1969,,FYM applied,,,
RBK00491,Broadbalk,1970,all sections ,01/10/1969,,Plot 01 shallow rotary cultivated to incorporate fertiliser,,,
RBK00492,Broadbalk,1970,all sections ,02/10/1969,04/10/1969,Ploughed,,,
RBK00493,Broadbalk,1970,fallow sections,12/09/1969,,rotary cultivated,,,
RBK00494,Broadbalk,1970,fallow sections,20/05/1970,,ploughed second time,,,
RBK00495,Broadbalk,1970,fallow sections,09/07/1970,,third time,,,
RBK00496,Broadbalk Wilderness,1970,grazed meadow,29/04/1970,,Grazed by sheep,,,
RBK00497,Broadbalk Wilderness,1970,grazed meadow,11/05/1970,,Grazed by sheep,,,
RBK00498,Broadbalk Wilderness,1970,grazed meadow,11/05/1970,,grass topped,,,
RBK00499,Broadbalk Wilderness,1970,grazed meadow,27/05/1970,03/06/1970,Grazed by sheep,,,
RBK00500,Broadbalk Wilderness,1970,grazed meadow,03/06/1970,,grass topped,,,
RBK00501,Broadbalk Wilderness,1970,grazed meadow,29/06/1970,03/07/1970,Grazed by sheep,,,
RBK00502,Broadbalk Wilderness,1970,grazed meadow,06/07/1970,,grass topped,,,
RBK00503,Broadbalk Wilderness,1970,grazed meadow,03/08/1970,1h/08/1970,Grazed by sheep,,,
RBK00504,Broadbalk Wilderness,1970,grazed meadow,20/08/1970,,grass topped,,,
RBK00505,Broadbalk Wilderness,1970,grazed meadow,15/09/1970,86/09t/1970,Grazed by sheep,,,
RBK00506,Broadbalk Wilderness,1970,grazed meadow,26/09/1970,,grass topped,,,
RBK00507,Broadbalk Wilderness,1970,grazed meadow,19/10/1970,,Grazed by sheep,,,
RBK00508,Broadbalk,1970,potatoes,12/09/1969,,rotary cultivated,,,
RBK00509,Broadbalk,1970,potatoes,17/04/1970,,N applied,,,
RBK00510,Broadbalk,1970,potatoes,30/04/1970,,"Plots rotary cultivated, potatoes machine planted",,,
RBK00511,Broadbalk,1970,potatoes,20/05/1970,,Weedkiller applied,,,
RBK00512,Broadbalk,1970,potatoes,30/06/1970,,"all plots except 1, 21, 22, 7, 8, 9, 13, 15 grubbed, rotary ridged",,,
RBK00513,Broadbalk,1970,potatoes,29/07/1970,,"Fungicide, insecticide applied",,,
RBK00514,Broadbalk,1970,potatoes,14/08/1970,,Fungicide applied,,,
RBK00515,Broadbalk,1970,potatoes,03/09/1970,,sprayed with undiluted BOV at 150 gals,,,
RBK00516,Broadbalk,1970,potatoes,15/09/1970,,Lifted,,,
RBK00517,Broadbalk,1970,spring beans,02/09/1969,,combine harvested,,,
RBK00518,Broadbalk,1970,spring beans,21/03/1970,,seed drilled at 200 lb,,,
RBK00519,Broadbalk,1970,spring beans,17/04/1970,,N applied,,,
RBK00520,Broadbalk,1970,spring beans,19/06/1970,,Insecticide applied,,,
RBK00521,Broadbalk Wilderness,1970,ungrazed meadow,27/10/1969,,topped with rotary grass cutter,,,
RBK00522,Broadbalk,1970,winter wheat,12/09/1969,,rotary cultivated,,,
RBK00523,Broadbalk,1970,winter wheat,13/10/1969,,"all plots rotary cultivated second time, plots 15, 16, 17, 18 & 19. Sections 0 and 1 rotary cultivated third time",,,
RBK00524,Broadbalk,1970,winter wheat,15/10/1969,,seed drilled at 180 lb,,,
RBK00525,Broadbalk,1970,winter wheat,17/10/1969,,'Prebane' applied,,,
