source_id	experiment	harvest_year	plot	start year	orig_record	record	flag	amount	unit	water_volume	water_unit
8439	RW/CS/326	1998	great knott iii	17-Mar-98	ally at 20 g with Alpha Biotril 24/16 at 0.5 1 in 200 1.	ally at 20 g with Alpha Biotril 24/16 at 0.5 1 in 200 1.					
8440	RW/CS/326	1998	great knott iii	27-Apr-98	34.5% N at 460 kg.	34.5% N at 460 kg.					
8441	RW/CS/326	1998	great knott iii	09-May-98	Standen Tebuconazole at 0.7 1 with Starane 2 at 0.5 1 in 200 1.	Standen Tebuconazole at 0.7 1 with Starane 2 at 0.5 1 in 200 1.					
8442	RW/CS/326	1998	great knott iii	28-May-98	Opus at 0.7 1 in 200 l.	Opus at 0.7 1 in 200 l.					
8443	RW/CS/326	1998	great knott iii	12-Jun-98	Bavistin DF at 0.5 kg with Folicur at 0.5 1 in 100 1.	Bavistin DF at 0.5 kg with Folicur at 0.5 1 in 100 1.					
8444	RW/CS/326	1998	great knott iii	17-Aug-98	combine harvested.	combine harvested.					
8445	RW/CS/326	1998	far field i	02-Sep-97	"STRAW NORMAL, 2 NORMAL, 4 NORMAL: Straw applied."	"STRAW NORMAL, 2 NORMAL, 4 NORMAL: Straw applied."					
8446	RW/CS/326	1998	far field i	02-Sep-97	STRAW non: Straw removed.	STRAW non: Straw removed.					
8447	RW/CS/326	1998	far field i	19-Sep-97	ploughed.	ploughed.					
8448	RW/CS/326	1998	far field i	01-Oct-97	"rolled, rotary harrowed, Hereward, dressed Sibutol, drilled, at 325 seed per m‘«÷."	"rolled, rotary harrowed, Hereward, dressed Sibutol, drilled, at 325 seed per m‘«÷."					
8449	RW/CS/326	1998	far field i	22-Oct-97	Avadex BW Granular at 22.5 kg.	Avadex BW Granular at 22.5 kg.					
8450	RW/CS/326	1998	far field i	29-Jan-98	Panther at 1.0 1 with Atlantis IPU ar 1.0 1 in 2001.	Panther at 1.0 1 with Atlantis IPU ar 1.0 1 in 2001.					
8451	RW/CS/326	1998	far field i	ll-Feb-98	34.5% N at 145 kg.	34.5% N at 145 kg.					
8452	RW/CS/326	1998	far field i	19-Mar-98	Mn and Cu as Phosyn manganese at 2.0 1 with Profol Copper at 0.25 1 in 200 1.	Mn and Cu as Phosyn manganese at 2.0 1 with Profol Copper at 0.25 1 in 200 1.					
8453	RW/CS/326	1998	far field i	30-Mar-98	34.5% N at 377 kg.	34.5% N at 377 kg.					
8454	RW/CS/326	1998	far field i	04-May-98	Alto 100 SL at 0.6 1 with Tripart Brevis at 2.0 1 in 200 1.	Alto 100 SL at 0.6 1 with Tripart Brevis at 2.0 1 in 200 1.					
8455	RW/CS/326	1998	far field i	21-May-98	ally at 20 g in 200 1.	ally at 20 g in 200 1.					
8456	RW/CS/326	1998	far field i	31-May-98	Opus at 0.8 1 in 2001.	Opus at 0.8 1 in 2001.					
8457	RW/CS/326	1998	far field i	12-Jun-98	Folicur at 0.3 1 with Bavistin DF at 0.3 kg in 200 1.	Folicur at 0.3 1 with Bavistin DF at 0.3 kg in 200 1.					
8458	RW/CS/326	1998	far field i	12-Aug-98	combine harvested.	combine harvested.					
8459	RW/CS/326	1999	great knott iii	20-Aug-98	non : Straw removed.	non : Straw removed.					
8460	RW/CS/326	1999	great knott iii	20-Aug-98	"NORMAL, 2 NORMAL,4 NORMAL : Straw applied and chopped."	"NORMAL, 2 NORMAL,4 NORMAL : Straw applied and chopped."					
8461	RW/CS/326	1999	great knott iii	08-Oct-98	ploughed.	ploughed.					
8462	RW/CS/326	1999	great knott iii	13-Oct-98	"rotary harrowed. drilled Hereward, tr. Sibutol, at 380 seed with the Nordsten drill."	"rotary harrowed. drilled Hereward, tr. Sibutol, at 380 seed with the Nordsten drill."					
8463	RW/CS/326	1999	great knott iii	13-Oct-98	Hardy at 10.0 kg.	Hardy at 10.0 kg.					
8464	RW/CS/326	1999	great knott iii	15-Oct-98	Hardy at 7.5 kg.	Hardy at 7.5 kg.					
8465	RW/CS/326	1999	great knott iii	04-Nov-98	Decoy at 7.5 kg.	Decoy at 7.5 kg.					
8466	RW/CS/326	1999	great knott iii	10-Mar-99	tm) Isogard at 1.0 1 in 200 1.	tm) Isogard at 1.0 1 in 200 1.					
8467	RW/CS/326	1999	great knott iii	10-Mar-99	tm) undiluted A at 0.125 1 in 200 1.	tm) undiluted A at 0.125 1 in 200 1.					
8468	RW/CS/326	1999	great knott iii	10-Mar-99	tm) undiluted B at 1.0 1 in 200 1.	tm) undiluted B at 1.0 1 in 200 1.					
8469	RW/CS/326	1999	great knott iii	10-Mar-99	tm) Cropoil at 1.0 1 in 200 1.	tm) Cropoil at 1.0 1 in 200 1.					
8470	RW/CS/326	1999	great knott iii	15-Mar-99	34.5% N at 145 kg.	34.5% N at 145 kg.					
8471	RW/CS/326	1999	great knott iii	12-Apr-99	34.5% N at 435 kg.	34.5% N at 435 kg.					
8472	RW/CS/326	1999	great knott iii	0l-May-99	Opus at 0.7 1 in 200 1.	Opus at 0.7 1 in 200 1.					
8473	RW/CS/326	1999	great knott iii	29-May-99	tm) Folicur at 1.0 1 in 100 1.	tm) Folicur at 1.0 1 in 100 1.					
8474	RW/CS/326	1999	great knott iii	29-May-99	tm) Sipcam UK clover 500 at 1.0 1 in 100 1.	tm) Sipcam UK clover 500 at 1.0 1 in 100 1.					
8475	RW/CS/326	1999	great knott iii	17-Jun-99	Folicur at 0.25 1 in 100 1.	Folicur at 0.25 1 in 100 1.					
8476	RW/CS/326	1999	great knott iii	23-Aug-99	combine harvested.	combine harvested.					
8477	RW/CS/326	1999	far field i	17-Aug-98	non : Straw removed	non : Straw removed					
8478	RW/CS/326	1999	far field i	17-Aug-98	"NORMAL,2 NORMAL, 4 NORMAL : Straw applied and chopped."	"NORMAL,2 NORMAL, 4 NORMAL : Straw applied and chopped."					
8479	RW/CS/326	1999	far field i	02-Sep-98	ploughed.	ploughed.					
8480	RW/CS/326	1999	far field i	14-Sep-98	Cambridge rolled.	Cambridge rolled.					
8481	RW/CS/326	1999	far field i	12-Oct-98	"rotary harrowed. drilled Hereward, tr. Sibutol, at 325 seed* with the Accord drill."	"rotary harrowed. drilled Hereward, tr. Sibutol, at 325 seed* with the Accord drill."					
8482	RW/CS/326	1999	far field i	05-Nov-98	Hardy at 15 kg.	Hardy at 15 kg.					
8483	RW/CS/326	1999	far field i	18-Feb-99	34.5% N at 145 kg.	34.5% N at 145 kg.					
8484	RW/CS/326	1999	far field i	25-Feb-99	tm) Platform S at 1.0 kg in 200 1.	tm) Platform S at 1.0 kg in 200 1.					
8485	RW/CS/326	1999	far field i	25-Feb-99	tm) Isogard at 2.0 1 in 200 1.	tm) Isogard at 2.0 1 in 200 1.					
8486	RW/CS/326	1999	far field i	02-Apr-99	34.5% N at 377 kg.	34.5% N at 377 kg.					
8487	RW/CS/326	1999	far field i	24-Apr-99	tm) Folicur at 0.5 1 in 200 1.	tm) Folicur at 0.5 1 in 200 1.					
8488	RW/CS/326	1999	far field i	24-Apr-99	tm) Tripart Brevis at 2.0 1 in 200 1.	tm) Tripart Brevis at 2.0 1 in 200 1.					
8489	RW/CS/326	1999	far field i	27-May-99	tm) Folicur at 0.75 1 in 200 1.	tm) Folicur at 0.75 1 in 200 1.					
8490	RW/CS/326	1999	far field i	27-May-99	tm) Sipcam UK clover 500 at 1.0 1 in 200 1	tm) Sipcam UK clover 500 at 1.0 1 in 200 1					
8491	RW/CS/326	1999	far field i	20-Aug-99	combine harvested.	combine harvested.					
8492	RW/CS/326	2000	great knott iii	24-Aug-99	non : Straw removed. ‘«ˇ	non : Straw removed. ‘«ˇ					
8493	RW/CS/326	2000	great knott iii	24-Aug-99	"NORMAL, 2 NORMAL, 4 NORMAL : Straw applied and chopped."	"NORMAL, 2 NORMAL, 4 NORMAL : Straw applied and chopped."					
8494	RW/CS/326	2000	great knott iii	16-Sep-99	ploughed and furrow pressed.	ploughed and furrow pressed.					
8495	RW/CS/326	2000	great knott iii	17-Sep-99	"Combination drilled, Hereward, tr. Sibutol, at 350 seed* with the Accord drill. rolled."	"Combination drilled, Hereward, tr. Sibutol, at 350 seed* with the Accord drill. rolled."					
8496	RW/CS/326	2000	great knott iii	15-Nov-99	tm) Lexus 50 DF at 20 g in 200 1.	tm) Lexus 50 DF at 20 g in 200 1.					
8497	RW/CS/326	2000	great knott iii	15-Nov-99	tm) Stomp 400 SC at 2.5 1 in 200 1.	tm) Stomp 400 SC at 2.5 1 in 200 1.					
8498	RW/CS/326	2000	great knott iii	15-Nov-99	tm) Toppel 10 at 250 ml in 200 1.	tm) Toppel 10 at 250 ml in 200 1.					
8499	RW/CS/326	2000	great knott iii	09-Mar-00	34.5% N at 145 kg.	34.5% N at 145 kg.					
8500	RW/CS/326	2000	great knott iii	06-Apr-00	Boxer at 100 ml in 200.1.	Boxer at 100 ml in 200.1.					
8501	RW/CS/326	2000	great knott iii	19-Apr-00	34.5% N at 290 kg.	34.5% N at 290 kg.					
8502	RW/CS/326	2000	great knott iii	27-Apr-00	tm) Opus at 0.5 1 in 200 1.	tm) Opus at 0.5 1 in 200 1.					
8503	RW/CS/326	2000	great knott iii	27-Apr-00	tm) Unix at 0.5 kg in 200 1.	tm) Unix at 0.5 kg in 200 1.					
8504	RW/CS/326	2000	great knott iii	24-May-00	tm) Amistar at 0.8 1 in 100 1.	tm) Amistar at 0.8 1 in 100 1.					
8505	RW/CS/326	2000	great knott iii	24-May-00	tm) Folicur at 0.75 1 in 100 1.	tm) Folicur at 0.75 1 in 100 1.					
8506	RW/CS/326	2000	great knott iii	12-Aug-00	combine harvested.	combine harvested.					
8507	RW/CS/326	2000	far field i	23-Aug-99	non : Straw removed.	non : Straw removed.					
8508	RW/CS/326	2000	far field i	23-Aug-99	"NORMAL,2 NORMAL,4 NORMAL : Straw applied and chopped."	"NORMAL,2 NORMAL,4 NORMAL : Straw applied and chopped."					
8509	RW/CS/326	2000	far field i	20-Sep-99	ploughed and furrow pressed.	ploughed and furrow pressed.					
8510	RW/CS/326	2000	far field i	01-Oct-99	"Combination drilled, Hereward, tr. Sibutol, at 350 seed with the Nordsten drill."	"Combination drilled, Hereward, tr. Sibutol, at 350 seed with the Nordsten drill."					
8511	RW/CS/326	2000	far field i	11-Nov-99	Hallmark at 100 ml in 100 1.	Hallmark at 100 ml in 100 1.					
8512	RW/CS/326	2000	far field i	19-Mar-00	Platform ?∫ at 1.0 kg in 200 1.	Platform ?∫ at 1.0 kg in 200 1.					
8513	RW/CS/326	2000	far field i	27-Apr-00	"Sulphan (30.0% N, 7.6% S$) at 333 kg."	"Sulphan (30.0% N, 7.6% S$) at 333 kg."					
8514	RW/CS/326	2000	far field i	13-May-00	tm) ally at 30 g in 200 1.	tm) ally at 30 g in 200 1.					
8515	RW/CS/326	2000	far field i	13-May-00	tm) Starane 2 at 1.0 1 in 200 1.	tm) Starane 2 at 1.0 1 in 200 1.					
8516	RW/CS/326	2000	far field i	20-May-00	Opus at 0.75 1 in 200 1.	Opus at 0.75 1 in 200 1.					
8517	RW/CS/326	2000	far field i	21-Aug-00	combine harvested.	combine harvested.					
8518	RW/CS/326	2001	great knott iii	16-Aug-00	Straw/removed	Straw/removed					
8519	RW/CS/326	2001	great knott iii	22-Aug-00	chopped loaded straw.	chopped loaded straw.					
8520	RW/CS/326	2001	great knott iii	22-Aug-00	"1 : Straw/normal, 15.5 kg per plot."	"1 : Straw/normal, 15.5 kg per plot."					
8521	RW/CS/326	2001	great knott iii	22-Aug-00	"2 : Straw/2 x normal, 31.0 kg per plot."	"2 : Straw/2 x normal, 31.0 kg per plot."					
8522	RW/CS/326	2001	great knott iii	22-Aug-00	"4 : Straw/4 x normal, 62.0 kg per plot."	"4 : Straw/4 x normal, 62.0 kg per plot."					
8523	RW/CS/326	2001	great knott iii	13-Oct-00	"ploughed, /e."	"ploughed, /e."					
8524	RW/CS/326	2001	great knott iii	19-Oct-00	"Combination drilled, Hereward, tr. Sibutol, at 350 s/m2 with the Accord drill."	"Combination drilled, Hereward, tr. Sibutol, at 350 s/m2 with the Accord drill."					
8525	RW/CS/326	2001	great knott iii	17-Nov-00	Decoy water at 5.0 kg.	Decoy water at 5.0 kg.					
8526	RW/CS/326	2001	great knott iii	26-Mar-01	33.5% N at 149 kg.	33.5% N at 149 kg.					
8527	RW/CS/326	2001	great knott iii	09-Apr-01	tm) Harmony M at 75 g in 100 l.	tm) Harmony M at 75 g in 100 l.					
8528	RW/CS/326	2001	great knott iii	09-Apr-01	tm) Topik at 125 ml in 100 l.	tm) Topik at 125 ml in 100 l.					
8529	RW/CS/326	2001	great knott iii	09-Apr-01	tm) Toil at 1.0 1 in 100 l.	tm) Toil at 1.0 1 in 100 l.					
8530	RW/CS/326	2001	great knott iii	05-May-01	33.5% N at 299 kg.	33.5% N at 299 kg.					
8531	RW/CS/326	2001	great knott iii	08-May-01	tm) Amistar at 0.5 1 in 100 l.	tm) Amistar at 0.5 1 in 100 l.					
8532	RW/CS/326	2001	great knott iii	08-May-01	tm) Unix at 0.5 kg in 100 l.	tm) Unix at 0.5 kg in 100 l.					
8533	RW/CS/326	2001	great knott iii	08-May-01	tm) BASF 3C Chlormequat 720 at 1.25 1 in 100 l.	tm) BASF 3C Chlormequat 720 at 1.25 1 in 100 l.					
8534	RW/CS/326	2001	great knott iii	08-May-01	tm) Moddus at 0.2 1 in 100 l.	tm) Moddus at 0.2 1 in 100 l.					
8535	RW/CS/326	2001	great knott iii	04-Jun-01	tm) Amistar at 0.7 1 in 100 l.	tm) Amistar at 0.7 1 in 100 l.					
8536	RW/CS/326	2001	great knott iii	04-Jun-01	tm) Folicur at 0.5 1 in 100 l.	tm) Folicur at 0.5 1 in 100 l.					
8537	RW/CS/326	2001	great knott iii	25-Aug-01	combine harvested plots for yield.	combine harvested plots for yield.					
8538	RW/CS/326	2001	great knott iii	25-Aug-01	swathed straw.	swathed straw.					
8539	RW/CS/326	2001	great knott iii	29-Aug-01	"combine harvested, all remaining wheat."	"combine harvested, all remaining wheat."					
8540	RW/CS/326	2001	great knott iii	29-Aug-01	"sampled, baled and weighed straw."	"sampled, baled and weighed straw."					
8541	RW/CS/326	2001	great knott iii	29-Aug-01	swathed straw.	swathed straw.					
8542	RW/CS/326	2001	far field i	01-Sep-00	muriate of potash at 200 kg.	muriate of potash at 200 kg.					
8543	RW/CS/326	2001	far field i	03-Sep-00	Azural at 4.0 1 in 200 l.	Azural at 4.0 1 in 200 l.					
8544	RW/CS/326	2001	far field i	13-Sep-00	chopped loaded straw.	chopped loaded straw.					
8545	RW/CS/326	2001	far field i	13-Sep-00	1 : Straw applied at 11.5 kg per plot.	1 : Straw applied at 11.5 kg per plot.					
8546	RW/CS/326	2001	far field i	13-Sep-00	2 : Straw applied at 23.0 kg per plot.	2 : Straw applied at 23.0 kg per plot.					
8547	RW/CS/326	2001	far field i	13-Sep-00	4 : Straw applied at 46.0 kg per plot.	4 : Straw applied at 46.0 kg per plot.					
8548	RW/CS/326	2001	far field i	21-Sep-00	Sting ECO at 2.0 1 in 200 1.	Sting ECO at 2.0 1 in 200 1.					
8549	RW/CS/326	2001	far field i	25-Sep-00	"ploughed, seed."	"ploughed, seed."					
8550	RW/CS/326	2001	far field i	03-Oct-00	rotary harrowed.	rotary harrowed.					
8551	RW/CS/326	2001	far field i	03-Oct-00	"drilled, Hereward, tr. Sibutol and Rhodoman, at 350 s/m with the 4.0 m Accord drill."	"drilled, Hereward, tr. Sibutol and Rhodoman, at 350 s/m with the 4.0 m Accord drill."					
8552	RW/CS/326	2001	far field i	20-Oct-00	Avadex Excel 15 g at 15.0 kg.	Avadex Excel 15 g at 15.0 kg.					
8553	RW/CS/326	2001	far field i	15-Dec-00	Lexus Class at 60 g in 2001.	Lexus Class at 60 g in 2001.					
8554	RW/CS/326	2001	far field i	30-Mar-01	"sulphuric Gold 30.0% N, 7.6% S at 167 kg"	"sulphuric Gold 30.0% N, 7.6% S at 167 kg"					
8555	RW/CS/326	2001	far field i	30-Mar-01	"sulphuric Gold 30.0% N, 7.6% S at 167 kg"	"sulphuric Gold 30.0% N, 7.6% S at 167 kg"					
8556	RW/CS/326	2001	far field i	13-Apr-01	tm) Harmony M at 75 g in 200 l.	tm) Harmony M at 75 g in 200 l.					
8557	RW/CS/326	2001	far field i	13-Apr-01	tm) Starane 2 at 0.5 1 in 200 l.	tm) Starane 2 at 0.5 1 in 200 l.					
8558	RW/CS/326	2001	far field i	30-Apr-01	"sulphuric Gold 30.0% N, 7.6% S at 333 kg."	"sulphuric Gold 30.0% N, 7.6% S at 333 kg."					
8559	RW/CS/326	2001	far field i	30-Apr-01	"sulphuric Gold 30.0% N, 7.6% S at 333 kg."	"sulphuric Gold 30.0% N, 7.6% S at 333 kg."					
8560	RW/CS/326	2001	far field i	08-May-01	tm) Opus at 0.5 1 in 200 l.	tm) Opus at 0.5 1 in 200 l.					
8561	RW/CS/326	2001	far field i	08-May-01	tm) BASF 3C Chlormequat 720 at 2.0 1 in 200 l.	tm) BASF 3C Chlormequat 720 at 2.0 1 in 200 l.					
8562	RW/CS/326	2001	far field i	31-May-01	Opus at 0.7 1 in 200 l.	Opus at 0.7 1 in 200 l.					
8563	RW/CS/326	2001	far field i	21-Aug-01	"combine harvested, plots for yield, and discards."	"combine harvested, plots for yield, and discards."					
8564	RW/CS/326	2001	far field i	21-Aug-01	swathed straw.	swathed straw.					
8565	RW/CS/326	2001	far field i	23-Aug-01	"sampled, baled and weighed straw."	"sampled, baled and weighed straw."					
8566	RW/CS/326	2002	great knott iii	29-Aug-01	Straw treatment applied.	Straw treatment applied.					
8567	RW/CS/326	2002	great knott iii	30-Aug-01	chopped straw.	chopped straw.					
8568	RW/CS/326	2002	great knott iii	14-Sep-01	ploughed. :	ploughed. :					
8569	RW/CS/326	2002	great knott iii	26-Sep-01	"Combination drilled, Hereward, tr. Sibutol Secur, at 350 seed* with the Accord 2 drill."	"Combination drilled, Hereward, tr. Sibutol Secur, at 350 seed* with the Accord 2 drill."					
8570	RW/CS/326	2002	great knott iii	28-Sep-01	rolled.	rolled.					
8571	RW/CS/326	2002	great knott iii	01-Nov-01	tm) Lexus 50 DF at 20 g in 200 1.	tm) Lexus 50 DF at 20 g in 200 1.					
8572	RW/CS/326	2002	great knott iii	01-Nov-01	tm) Stomp 400 SC at 3.01 in 200 l.	tm) Stomp 400 SC at 3.01 in 200 l.					
8573	RW/CS/326	2002	great knott iii	14-Mar-02	33.5% N at 150 kg.	33.5% N at 150 kg.					
8574	RW/CS/326	2002	great knott iii	04-Apr-02	tm) Opus at 0.4 1 in 100 1.	tm) Opus at 0.4 1 in 100 1.					
8575	RW/CS/326	2002	great knott iii	04-Apr-02	tm) Twist at 0.6 1 in 100 l.	tm) Twist at 0.6 1 in 100 l.					
8576	RW/CS/326	2002	great knott iii	04-Apr-02	tm) BASF 3C Chlormequat 720 at 1.25 1 in 100 1.	tm) BASF 3C Chlormequat 720 at 1.25 1 in 100 1.					
8577	RW/CS/326	2002	great knott iii	04-Apr-02	tm) Moddus at 0.2 1 in 100 l.	tm) Moddus at 0.2 1 in 100 l.					
8578	RW/CS/326	2002	great knott iii	25-Apr-02	33.5% N at 418 kg.	33.5% N at 418 kg.					
8579	RW/CS/326	2002	great knott iii	31-May-02	tm) Opus at 0.5 1 in 200 l.	tm) Opus at 0.5 1 in 200 l.					
8580	RW/CS/326	2002	great knott iii	31-May-02	tm) Twist at 0.8 1 in 200 1.	tm) Twist at 0.8 1 in 200 1.					
8581	RW/CS/326	2002	great knott iii	01-Aug-02	Roundup Biactive at 3.0 1 in 100 l.	Roundup Biactive at 3.0 1 in 100 l.					
8582	RW/CS/326	2002	great knott iii	13-Aug-02	"combine harvested plots for yield, and discards. chopped discard straw."	"combine harvested plots for yield, and discards. chopped discard straw."					
8583	RW/CS/326	2002	great knott iii	14-Aug-02	"sampled, baled and weighed straw."	"sampled, baled and weighed straw."					
8584	RW/CS/326	2002	great knott iii	30-Aug-02	spread and chopped straw as plan.	spread and chopped straw as plan.					
8585	RW/CS/326	2002	far field i	03-Aug-01	muriate of potash at 250 kg	muriate of potash at 250 kg					
8586	RW/CS/326	2002	far field i	23-Aug-01	Straw treatment applied.	Straw treatment applied.					
8587	RW/CS/326	2002	far field i	20-Sep-01	ploughed.	ploughed.					
8588	RW/CS/326	2002	far field i	21-Sep-01	rolled.	rolled.					
8589	RW/CS/326	2002	far field i	22-Sep-01	"rotary harrowed. drilled, Hereward, tr. Sibutol + Aventis manganese 500 at 350 seed* with the Accord drill. rolled."	"rotary harrowed. drilled, Hereward, tr. Sibutol + Aventis manganese 500 at 350 seed* with the Accord drill. rolled."					
8590	RW/CS/326	2002	far field i	13-Oct-01	Avadex Excel 15g at 15.0 kg.	Avadex Excel 15g at 15.0 kg.					
8591	RW/CS/326	2002	far field i	16-Nov-01	tm) Stomp 400 S at 4.0 1 in 200 l.	tm) Stomp 400 S at 4.0 1 in 200 l.					
8592	RW/CS/326	2002	far field i	16-Nov-01	tm) Tolkan liquid at 2.5 1 in 200 l.	tm) Tolkan liquid at 2.5 1 in 200 l.					
8593	RW/CS/326	2002	far field i	12-Mar-02	"sulphuric Gold 30% N, 7.6% S at 167 kg."	"sulphuric Gold 30% N, 7.6% S at 167 kg."					
8594	RW/CS/326	2002	far field i	12-Mar-02	"sulphuric Gold 30% N, 7.6% S at 167 kg."	"sulphuric Gold 30% N, 7.6% S at 167 kg."					
8595	RW/CS/326	2002	far field i	12-Apr-02	tm) Opus at 0.5 1 in 200 l.	tm) Opus at 0.5 1 in 200 l.					
8596	RW/CS/326	2002	far field i	12-Apr-02	tm) BASF 3C Chlormequat 720 at 2.0 1 in 200 1.	tm) BASF 3C Chlormequat 720 at 2.0 1 in 200 1.					
8597	RW/CS/326	2002	far field i	02-May-02	ally at 30 g in 200 l.	ally at 30 g in 200 l.					
8598	RW/CS/326	2002	far field i	07-May-02	"sulphuric Gold 30% N, 7.6% S at 333 kg."	"sulphuric Gold 30% N, 7.6% S at 333 kg."					
8599	RW/CS/326	2002	far field i	07-May-02	"sulphuric Gold 30% N, 7.6% S at 333 kg"	"sulphuric Gold 30% N, 7.6% S at 333 kg"					
8600	RW/CS/326	2002	far field i	27-May-02	Opus at 0.75 1 in 200 l.	Opus at 0.75 1 in 200 l.					
8601	RW/CS/326	2002	far field i	23-Aug-02	combine harvested plots for yield. swathed straw.	combine harvested plots for yield. swathed straw.					
8602	RW/CS/326	2002	far field i	30-Aug-02	"sampled, baled and weighed straw."	"sampled, baled and weighed straw."					
8603	RW/CS/326	2002	far field i	31-Aug-02	baled and removed straw.	baled and removed straw.					
8604	RW/CS/326	2003	great knott iii	14-Aug-02	Straw treatment applied.	Straw treatment applied.					
8605	RW/CS/326	2003	great knott iii	18-Aug-02	chopped straw.	chopped straw.					
8606	RW/CS/326	2003	great knott iii	17-Sep-02	ploughed 25 cm furrows.	ploughed 25 cm furrows.					
8607	RW/CS/326	2003	great knott iii	18-Sep-02	"Combination drilled, Hereward, tr. Sibutol Secur, at 200 seed* with the Accord 2 drill."	"Combination drilled, Hereward, tr. Sibutol Secur, at 200 seed* with the Accord 2 drill."					
8608	RW/CS/326	2003	great knott iii	24-Sep-02	Crystal at 4.0 1 in 200 l.	Crystal at 4.0 1 in 200 l.					
8609	RW/CS/326	2003	great knott iii	10-Mar-03	sulphuric Gold at 167 kg.	sulphuric Gold at 167 kg.					
8610	RW/CS/326	2003	great knott iii	10-Mar-03	sulphuric Gold at 167 kg.	sulphuric Gold at 167 kg.					
8611	RW/CS/326	2003	great knott iii	29-Apr-03	33.5% N at 448 kg.	33.5% N at 448 kg.					
8612	RW/CS/326	2003	great knott iii	07-May-03	tm) ally at 30 g in 200 l.	tm) ally at 30 g in 200 l.					
8613	RW/CS/326	2003	great knott iii	07-May-03	tm) Starane 2 at 0.75 1 in 200 l.	tm) Starane 2 at 0.75 1 in 200 l.					
8614	RW/CS/326	2003	great knott iii	10-May-03	tm) Opus at 0.5 1 in 200 1.	tm) Opus at 0.5 1 in 200 1.					
8615	RW/CS/326	2003	great knott iii	10-May-03	tm) Amistar at 0.6 1 in 200 l.	tm) Amistar at 0.6 1 in 200 l.					
8616	RW/CS/326	2003	great knott iii	28-May-03	tm) Opus at 0.5 1 in 200 l.	tm) Opus at 0.5 1 in 200 l.					
8617	RW/CS/326	2003	great knott iii	28-May-03	tm) Twist at 1.01 in 200 l.	tm) Twist at 1.01 in 200 l.					
8618	RW/CS/326	2003	great knott iii	04-Aug-03	combine harvested discards.	combine harvested discards.					
8619	RW/CS/326	2003	great knott iii	06-Aug-03	combine harvested plots for yield.	combine harvested plots for yield.					
8620	RW/CS/326	2003	great knott iii	07-Aug-03	Straw weighed.	Straw weighed.					
8621	RW/CS/326	2003	great knott iii	07-Aug-03	combine harvested discards.	combine harvested discards.					
8622	RW/CS/326	2003	far field i	16-Sep-02	muriate of potash at 250 kg.	muriate of potash at 250 kg.					
8623	RW/CS/326	2003	far field i	19-Sep-02	CleanCrop Egret applied at 4.0 1 in 200 l.	CleanCrop Egret applied at 4.0 1 in 200 l.					
8624	RW/CS/326	2003	far field i	23-Sep-02	Straw treatment applied.	Straw treatment applied.					
8625	RW/CS/326	2003	far field i	30-Sep-02	ploughed 35 cm furrows.	ploughed 35 cm furrows.					
8626	RW/CS/326	2003	far field i	30-Sep-02	rolled.	rolled.					
8627	RW/CS/326	2003	far field i	30-Sep-02	power harrowed.	power harrowed.					
8628	RW/CS/326	2003	far field i	30-Sep-02	"drilled, Hereward, tr. Sibutol Secur at 350 seeds/m2 with the Accord drill."	"drilled, Hereward, tr. Sibutol Secur at 350 seeds/m2 with the Accord drill."					
8629	RW/CS/326	2003	far field i	30-Sep-02	rolled.	rolled.					
8630	RW/CS/326	2003	far field i	26-Nov-02	tm) Tolugan extra at 5.0 1 in 200 1.	tm) Tolugan extra at 5.0 1 in 200 1.					
8631	RW/CS/326	2003	far field i	26-Nov-02	tm) Ardent at 1.0 1 in 200 l.	tm) Ardent at 1.0 1 in 200 l.					
8632	RW/CS/326	2003	far field i	26-Nov-02	tm) Hallmark with Zeon Technology at 25 ml in 200 l.	tm) Hallmark with Zeon Technology at 25 ml in 200 l.					
8633	RW/CS/326	2003	far field i	24-Mar-03	"sulphuric Gold 30% N, 7.6% S at 167 kg."	"sulphuric Gold 30% N, 7.6% S at 167 kg."					
8634	RW/CS/326	2003	far field i	26-Mar-03	tm) Topik at 125 ml in 200 l.	tm) Topik at 125 ml in 200 l.					
8635	RW/CS/326	2003	far field i	26-Mar-03	tm) Phase II at 1.0 1 in 200 l.	tm) Phase II at 1.0 1 in 200 l.					
8636	RW/CS/326	2003	far field i	02-May-03	"sulphuric Gold 30% N, 7.6% S at 333 kg."	"sulphuric Gold 30% N, 7.6% S at 333 kg."					
8637	RW/CS/326	2003	far field i	07-May-03	tm) ally at 30 g in 200 l.	tm) ally at 30 g in 200 l.					
8638	RW/CS/326	2003	far field i	07-May-03	tm) Starane 2 at 0.75 1 in 200 l.	tm) Starane 2 at 0.75 1 in 200 l.					
8639	RW/CS/326	2003	far field i	07-May-03	tm) Unix at 0.4 kg in 200 l.	tm) Unix at 0.4 kg in 200 l.					
8640	RW/CS/326	2003	far field i	07-May-03	tm) Acanto at 0.5 1 in 200 1.	tm) Acanto at 0.5 1 in 200 1.					
8641	RW/CS/326	2003	far field i	09-Jun-03	Landmark at 0.75 1 in 200 l.	Landmark at 0.75 1 in 200 l.					
8642	RW/CS/326	2003	far field i	09-Aug-03	combine harvested plots for yield and discards	combine harvested plots for yield and discards					
8643	RW/CS/326	2003	far field i	11-Aug-03	"sampled, baled and weighed straw."	"sampled, baled and weighed straw."					
